insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
FJ375265	Australia	Leeton-Mountford Park, NSW		Australia	New South Wales	Leeton-Mountford Park	Australia	Leeton-Mountford Park	NSW
KT934802	Australia	Kimberley Region, Western Australia		Australia	Western Australia	Kimberley Region	Australia	Kimberley Region	Western Australia
KT934800	Australia	Pilbara Region, Western Australia		Australia	Western Australia	Pilbara Region	Australia	Pilbara Region	Western Australia
FJ375266	Australia	Wentworth, NSW		Australia	New South Wales	Wentworth	Australia	Wentworth	NSW
FJ375267	Australia	L. Cargellio, NSW		Australia	New South Wales	L. Cargellio	Australia	L. Cargellio	NSW
FJ375285	Australia	Wentworth, NSW		Australia	New South Wales	Wentworth	Australia	Wentworth	NSW
FJ375286	Australia	Leeton-Mountford Park, NSW		Australia	New South Wales	Leeton-Mountford Park	Australia	Leeton-Mountford Park	NSW
FJ375287	Australia	Wentworth, NSW		Australia	New South Wales	Wentworth	Australia	Wentworth	NSW
FJ375288	Australia	L. Cargellio, NSW		Australia	New South Wales	L. Cargellio	Australia	L. Cargellio	NSW
FJ375268	Australia	L. Cargellio, NSW		Australia	New South Wales	L. Cargellio	Australia	L. Cargellio	NSW
KX394384	Australia			Australia			Australia		
FJ375289	Australia	Bourke, NSW		Australia	New South Wales	Bourke	Australia	Bourke	NSW
KT934797	Australia	New South Wales		Australia	New South Wales		Australia	New South Wales	
FJ375259	Australia	Leeton-Mountford Park, NSW		Australia	New South Wales	Leeton-Mountford Park	Australia	Leeton-Mountford Park	NSW
KX394394	Australia			Australia			Australia		
FJ375260	Australia	Griffith-Willbriggie, NSW		Australia	New South Wales	Griffith-Willbriggie	Australia	Griffith-Willbriggie	NSW
KX394381	Australia			Australia			Australia		
FJ375261	Australia	Griffith-Willbriggie, NSW		Australia	New South Wales	Griffith-Willbriggie	Australia	Griffith-Willbriggie	NSW
LC802099	Australia			Australia			Australia		
LC802098	Australia			Australia			Australia		
KX394391	Australia			Australia			Australia		
FJ375280	Australia	Leeton-Mountford Park, NSW		Australia	New South Wales	Leeton-Mountford Park	Australia	Leeton-Mountford Park	NSW
KX394390	Australia			Australia			Australia		
KX394389	Australia			Australia			Australia		
KX394388	Australia			Australia			Australia		
GQ851603	Australia			Australia			Australia		
KX394383	Australia			Australia			Australia		
KX394411	Australia			Australia			Australia		
KX394397	Australia			Australia			Australia		
MN954648	Australia			Australia			Australia		
KX394398	Australia			Australia			Australia		
KX394399	Australia			Australia			Australia		
KX394400	Australia			Australia			Australia		
KX394401	Australia			Australia			Australia		
KX394396	Australia			Australia			Australia		
JN887352	Australia			Australia			Australia		
KC492442	Australia	Leanyer Swamp Northern Territory		Australia		Leanyer Swamp Northern Territory	Australia	Leanyer Swamp Northern Territory	
KC492441	Australia	Leanyer Swamp Northern Territory		Australia		Leanyer Swamp Northern Territory	Australia	Leanyer Swamp Northern Territory	
KC480552	Australia	Leanyer Swamp, Northern Territory		Australia	Northern Territory	Leanyer Swamp	Australia	Leanyer Swamp	Northern Territory
KX394402	Australia			Australia			Australia		
KX394392	Australia			Australia			Australia		
KX394393	Australia			Australia			Australia		
GQ851602	Australia			Australia			Australia		
KX394404	Australia			Australia			Australia		
KX394403	Australia			Australia			Australia		
KX394410	Australia			Australia			Australia		
KT934804	Australia	New South Wales		Australia	New South Wales		Australia	New South Wales	
FJ375290	Australia	QLD Gulf		Australia	Queensland	Gulf	Australia	QLD Gulf	
KX394408	Australia			Australia			Australia		
KX394409	Australia			Australia			Australia		
KX394406	Australia			Australia			Australia		
KX394405	Australia			Australia			Australia		
FJ375293	Australia	Mt Isa		Australia		Mt Isa	Australia	Mt Isa	
KX394407	Australia			Australia			Australia		
MW160842	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MF678435	Austria	Marchegg, Lower Austria		Austria		Marchegg, Lower Austria	Austria	Marchegg	Lower Austria
MF984352	Austria			Austria			Austria		
GU566738	Austria			Austria			Austria		
KP780838	Austria			Austria			Austria		
MF984351	Austria			Austria			Austria		
MF984350	Austria			Austria			Austria		
MW160847	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
KJ831223	Austria	Lake Neusiedl		Austria		Lake Neusiedl	Austria	Lake Neusiedl	
GU566737	Austria			Austria			Austria		
GU566739	Austria			Austria			Austria		
MF984348	Austria			Austria			Austria		
MF984349	Austria			Austria			Austria		
KF179640	Austria			Austria			Austria		
MW160846	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MW160841	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
KP109692	Austria			Austria			Austria		
MF984347	Austria			Austria			Austria		
KP780837	Austria			Austria			Austria		
GU566740	Austria			Austria			Austria		
MF678439	Austria	H#tteldorf, Vienna		Austria		H#tteldorf, Vienna	Austria	H#tteldorf	Vienna
MF678440	Austria	Strasshof, Lower Austria		Austria		Strasshof, Lower Austria	Austria	Strasshof	Lower Austria
MF984346	Austria			Austria			Austria		
MF678432	Austria	Floridsdorf, Vienna		Austria		Floridsdorf, Vienna	Austria	Floridsdorf	Vienna
GU580891	Austria			Austria			Austria		
HM015884	Austria			Austria			Austria		
MW160840	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MF984341	Austria			Austria			Austria		
KP780840	Austria			Austria			Austria		
KP780839	Austria			Austria			Austria		
MF678442	Austria	H#tteldorf, Vienna		Austria		H#tteldorf, Vienna	Austria	H#tteldorf	Vienna
KM659876	Austria			Austria			Austria		
MF984337	Austria			Austria			Austria		
MF984338	Austria			Austria			Austria		
MF984339	Austria			Austria			Austria		
MF984340	Austria			Austria			Austria		
MF678443	Austria	Hietzing, Vienna		Austria		Hietzing, Vienna	Austria	Hietzing	Vienna
MF984342	Austria			Austria			Austria		
MF984343	Austria			Austria			Austria		
MF984344	Austria			Austria			Austria		
MF678434	Austria	Donaustadt, Vienna		Austria		Donaustadt, Vienna	Austria	Donaustadt	Vienna
MF984345	Austria			Austria			Austria		
MW160845	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MF678430	Austria	Illmitz, Burgenland		Austria	Burgenland	Illmitz	Austria	Illmitz	Burgenland
MF678438	Austria	Donaustadt, Vienna		Austria		Donaustadt, Vienna	Austria	Donaustadt	Vienna
KP109691	Austria			Austria			Austria		
MF678444	Austria	Leopoldstadt, Vienna		Austria		Leopoldstadt, Vienna	Austria	Leopoldstadt	Vienna
MF678445	Austria	Leopoldstadt Vienna		Austria		Leopoldstadt Vienna	Austria	Leopoldstadt Vienna	
MW160844	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MW160848	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MF678431	Austria	Illmitz, Burgenland		Austria	Burgenland	Illmitz	Austria	Illmitz	Burgenland
MF678436	Austria	Leopoldstadt, Vienna		Austria		Leopoldstadt, Vienna	Austria	Leopoldstadt	Vienna
MF678437	Austria	Leopoldstadt, Vienna		Austria		Leopoldstadt, Vienna	Austria	Leopoldstadt	Vienna
MW160843	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MW160849	Austria	Vienna International Airport		Austria		Vienna International Airport	Austria	Vienna International Airport	
MF678441	Austria	Meidling, Vienna		Austria		Meidling, Vienna	Austria	Meidling	Vienna
AF241821	Azerbaijan			Azerbaijan			Azerbaijan		
AF237564	Azerbaijan			Azerbaijan			Azerbaijan		
AF237563	Azerbaijan			Azerbaijan			Azerbaijan		
AF241822	Azerbaijan			Azerbaijan			Azerbaijan		
JX041630	Azerbaijan			Azerbaijan			Azerbaijan		
JX041629	Azerbaijan			Azerbaijan			Azerbaijan		
JX041628	Azerbaijan			Azerbaijan			Azerbaijan		
OL739155	Belarus	Gomel region		Belarus	Gomel'skaja oblast'		Belarus	Gomel region	
KR107956	Belgium			Belgium			Belgium		
MH021189	Belgium			Belgium			Belgium		
MH480669	Brazil			Brazil			Brazil		
MH643887	Brazil			Brazil			Brazil		
MH480666	Brazil			Brazil			Brazil		
MH480668	Brazil			Brazil			Brazil		
MH480667	Brazil			Brazil			Brazil		
ON782108	Brazil	Itagiba, Bahia		Brazil	Bahia	Itagiba	Brazil	Itagiba	Bahia
MW420989	Brazil	Minas Gerais		Brazil	Minas Gerais		Brazil	Minas Gerais	
OP422646	Brazil			Brazil			Brazil		
MW420988	Brazil	Sao Paulo		Brazil	Sao Paulo		Brazil	São Paulo	
ON782109	Brazil	Ipira, Bahia		Brazil	Bahia	Ipira	Brazil	Ipira	Bahia
OK334132	Brazil			Brazil			Brazil		
MZ557450	Brazil			Brazil			Brazil		
MW420987	Brazil	Piaui		Brazil	Piaui		Brazil	Piaui	
ON782107	Brazil	Abaiara, Ceara		Brazil	Ceara	Abaiara	Brazil	Abaiara	Ceara
MT905060	Brazil	Espirito Santo state, Joao Neiva municipality		Brazil	Espirito Santo	Joao Neiva municipality	Brazil	Espirito Santo state	Joao Neiva municipality
KF367469	British Virgin Islands	Necker Island		British Virgin Islands	Necker Island		United Kingdom	British Virgin Islands	
MT341472	Bulgaria			Bulgaria			Bulgaria		
KU206781	Bulgaria			Bulgaria			Bulgaria		
MH819455	Canada			Canada			Canada		
MH819456	Canada			Canada			Canada		
MH819460	Canada			Canada			Canada		
MH819466	Canada			Canada			Canada		
MH819450	Canada			Canada			Canada		
MH819453	Canada			Canada			Canada		
MH819448	Canada			Canada			Canada		
MH819458	Canada			Canada			Canada		
MH819457	Canada			Canada			Canada		
MH819451	Canada			Canada			Canada		
MH819446	Canada			Canada			Canada		
MH819452	Canada			Canada			Canada		
MH819465	Canada			Canada			Canada		
MH819464	Canada			Canada			Canada		
MH819471	Canada			Canada			Canada		
MH819461	Canada			Canada			Canada		
MH819468	Canada			Canada			Canada		
MH819462	Canada			Canada			Canada		
MH819463	Canada			Canada			Canada		
MH819459	Canada			Canada			Canada		
MH819467	Canada			Canada			Canada		
MH819449	Canada			Canada			Canada		
MH819469	Canada			Canada			Canada		
MH819454	Canada			Canada			Canada		
DQ911999	Canada	Alberta		Canada	Alberta		Canada	Alberta	
DQ912000	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912001	Canada	Alberta		Canada	Alberta		Canada	Alberta	
DQ912002	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
MH819470	Canada			Canada			Canada		
DQ912004	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912003	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912005	Canada	Alberta		Canada	Alberta		Canada	Alberta	
DQ912006	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912007	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912008	Canada	Manitoba		Canada	Manitoba		Canada	Manitoba	
DQ912009	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
DQ912010	Canada	Saskatchewan		Canada	Saskatchewan		Canada	Saskatchewan	
MH819447	Canada			Canada			Canada		
GQ851608	Central African Republic			Central African Republic			Central African Republic		
DQ318020	Central African Republic			Central African Republic			Central African Republic		
JX442278	China			China			China		
JX442279	China			China			China		
JX442282	China			China			China		
AY490240	China			China			China		
JX442281	China			China			China		
JX442280	China			China			China		
KM031086	Colombia	San Bernardo del Viento, Cordoba		Colombia	Cordoba	San Bernardo del Viento	Colombia	San Bernardo del Viento	Cordoba
KM031085	Colombia	San Bernardo del Viento, Cordoba		Colombia	Cordoba	San Bernardo del Viento	Colombia	San Bernardo del Viento	Cordoba
KM212944	Colombia			Colombia			Colombia		
KU978766	Colombia			Colombia			Colombia		
JN716372	Colombia	Medellin		Colombia		Medellin	Colombia	Antioquia	Medellin
JN716371	Colombia	Medellin		Colombia		Medellin	Colombia	Antioquia	Medellin
KM212943	Colombia	San Bernardo del Viento, Cordoba		Colombia	Cordoba	San Bernardo del Viento	Colombia	San Bernardo del Viento	Cordoba
KM212942	Colombia	San Bernardo del Viento, Cordoba		Colombia	Cordoba	San Bernardo del Viento	Colombia	San Bernardo del Viento	Cordoba
KM212941	Colombia	San Bernardo del Viento, Cordoba		Colombia	Cordoba	San Bernardo del Viento	Colombia	San Bernardo del Viento	Cordoba
MF321885	Costa Rica			Costa Rica			Costa Rica		
HG796245	Croatia			Croatia			Croatia		
HG796244	Croatia			Croatia			Croatia		
GQ903680	Cyprus			Cyprus			Cyprus		
MF797870	Cyprus			Cyprus			Cyprus		
GQ421359	Czech Republic			Czech Republic			Czech Republic		
KM203862	Czech Republic	South Moravia, Mlynsky fishpond at Lednice		Czech Republic	South Moravia, Mlynsky fishpond at Lednice		Czech Republic	South Moravia	Mlynsky fishpond at Lednice
KM203861	Czech Republic	South Moravia, Nesyt fishpond at Mikulov		Czech Republic	South Moravia, Nesyt fishpond at Mikulov		Czech Republic	South Moravia	Nesyt fishpond at Mikulov
MH377401	Czech Republic			Czech Republic			Czech Republic		
KM203860	Czech Republic	South Moravia, Novy fishpond at Mikulov		Czech Republic	South Moravia, Novy fishpond at Mikulov		Czech Republic	South Moravia	Novy fishpond at Mikulov
FJ493250	Czech Republic			Czech Republic			Czech Republic		
MF162729	Czech Republic	South Moravia, Hlohovec and Lednice		Czech Republic	South Moravia, Hlohovec and Lednice		Czech Republic	South Moravia	Hlohovec and Lednice
MH377402	Czech Republic			Czech Republic			Czech Republic		
KM203863	Czech Republic	South Moravia, Mlynsky fishpond at Lednice		Czech Republic	South Moravia, Mlynsky fishpond at Lednice		Czech Republic	South Moravia	Mlynsky fishpond at Lednice
GQ421358	Czech Republic			Czech Republic			Czech Republic		
HM147824	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
LC518897	Egypt			Egypt			Egypt		
EU081844	Egypt			Egypt			Egypt		
DQ055173	Egypt	Sharqiya		Egypt	Ash Sharqiyah		Egypt	Sharqiya	
AY603654	Ethiopia			Ethiopia			Ethiopia		
EU074023	France			France			France		
DQ786573	France			France			France		
OK489805	France			France			France		
DQ786572	France			France			France		
MT863560	France			France			France		
PP379723	France	Corsica		France		Corsica	France	Corsica	
MT863561	France			France			France		
MT863559	France			France			France		
ON099436	France			France			France		
LR743422	Germany			Germany			Germany		
LR743432	Germany			Germany			Germany		
LR743421	Germany			Germany			Germany		
LR743456	Germany			Germany			Germany		
LR743435	Germany			Germany			Germany		
LR743423	Germany			Germany			Germany		
LR743426	Germany			Germany			Germany		
MN921231	Germany			Germany			Germany		
LR743458	Germany			Germany			Germany		
MN921235	Germany			Germany			Germany		
MN921234	Germany			Germany			Germany		
LR743447	Germany			Germany			Germany		
MN921233	Germany			Germany			Germany		
LR743455	Germany			Germany			Germany		
MN921232	Germany			Germany			Germany		
LR743446	Germany			Germany			Germany		
LR743445	Germany			Germany			Germany		
MN921230	Germany			Germany			Germany		
LR743450	Germany			Germany			Germany		
LR743448	Germany			Germany			Germany		
LR743457	Germany			Germany			Germany		
LR743452	Germany			Germany			Germany		
LR743451	Germany			Germany			Germany		
LR743449	Germany			Germany			Germany		
LR743431	Germany			Germany			Germany		
LR743454	Germany			Germany			Germany		
LR743428	Germany			Germany			Germany		
MH910045	Germany			Germany			Germany		
MN921236	Germany			Germany			Germany		
MH924836	Germany			Germany			Germany		
MH986056	Germany			Germany			Germany		
MH986055	Germany			Germany			Germany		
MH974754	Germany			Germany			Germany		
LR743437	Germany			Germany			Germany		
LR743433	Germany			Germany			Germany		
LR743443	Germany			Germany			Germany		
MH974753	Germany			Germany			Germany		
LR743436	Germany			Germany			Germany		
OX442310	Germany			Germany			Germany		
LR743429	Germany			Germany			Germany		
LR989885	Germany			Germany			Germany		
LR989888	Germany			Germany			Germany		
LR989891	Germany			Germany			Germany		
MN794935	Germany			Germany			Germany		
MN794936	Germany			Germany			Germany		
MN794937	Germany			Germany			Germany		
LR743442	Germany			Germany			Germany		
LR743430	Germany			Germany			Germany		
LR743444	Germany			Germany			Germany		
LR743424	Germany			Germany			Germany		
LR743427	Germany			Germany			Germany		
LR743425	Germany			Germany			Germany		
LR743453	Germany			Germany			Germany		
LR989893	Germany			Germany			Germany		
MH974750	Germany			Germany			Germany		
OX442297	Germany			Germany			Germany		
MH974751	Germany			Germany			Germany		
MH974752	Germany			Germany			Germany		
MN794939	Germany			Germany			Germany		
MN794938	Germany			Germany			Germany		
MH824156	Germany			Germany			Germany		
MH974749	Germany			Germany			Germany		
LR743434	Germany			Germany			Germany		
OX442274	Germany			Germany			Germany		
OX442308	Germany			Germany			Germany		
OX442311	Germany			Germany			Germany		
OP810566	Germany			Germany			Germany		
OP810567	Germany			Germany			Germany		
OX442309	Germany			Germany			Germany		
MZ964751	Germany			Germany			Germany		
OX442282	Germany			Germany			Germany		
OX442287	Germany			Germany			Germany		
OX442294	Germany			Germany			Germany		
OX442291	Germany			Germany			Germany		
OX442307	Germany			Germany			Germany		
OX442299	Germany			Germany			Germany		
OQ725908	Germany			Germany			Germany		
OQ725907	Germany			Germany			Germany		
OX442304	Germany			Germany			Germany		
OQ725906	Germany			Germany			Germany		
OX442289	Germany			Germany			Germany		
OQ326499	Germany			Germany			Germany		
OX442313	Germany			Germany			Germany		
OQ725909	Germany			Germany			Germany		
OX442277	Germany			Germany			Germany		
OX442272	Germany			Germany			Germany		
OX442348	Germany			Germany			Germany		
OX442302	Germany			Germany			Germany		
OX442293	Germany			Germany			Germany		
OX442298	Germany			Germany			Germany		
OX442281	Germany			Germany			Germany		
OX442278	Germany			Germany			Germany		
OX442271	Germany			Germany			Germany		
OX442285	Germany			Germany			Germany		
OX451204	Germany			Germany			Germany		
OP810565	Germany			Germany			Germany		
OX442295	Germany			Germany			Germany		
OX442300	Germany			Germany			Germany		
MZ964752	Germany			Germany			Germany		
OX442305	Germany			Germany			Germany		
MW142227	Germany			Germany			Germany		
MW142226	Germany			Germany			Germany		
MW142225	Germany			Germany			Germany		
MW142224	Germany			Germany			Germany		
MW142223	Germany			Germany			Germany		
OX442306	Germany			Germany			Germany		
OX442273	Germany			Germany			Germany		
MW072297	Germany			Germany			Germany		
OX442284	Germany			Germany			Germany		
OX442275	Germany			Germany			Germany		
OX442347	Germany			Germany			Germany		
MZ964753	Germany			Germany			Germany		
OX442312	Germany			Germany			Germany		
OX442288	Germany			Germany			Germany		
OX442279	Germany			Germany			Germany		
OX442276	Germany			Germany			Germany		
OX442290	Germany			Germany			Germany		
OX442283	Germany			Germany			Germany		
OX442296	Germany			Germany			Germany		
OX442301	Germany			Germany			Germany		
OX442292	Germany			Germany			Germany		
OX442286	Germany			Germany			Germany		
OX442280	Germany			Germany			Germany		
OX442303	Germany			Germany			Germany		
KJ883341	Greece			Greece			Greece		
MK795948	Greece	Karditsa		Greece		Karditsa	Greece	Karditsa	
KJ883349	Greece			Greece			Greece		
MK084838	Greece			Greece			Greece		
OL840898	Greece			Greece			Greece		
MK473443	Greece	Argolida, Peloponnesus		Greece		Argolida, Peloponnesus	Greece	Argolida	Peloponnesus
OL840897	Greece			Greece			Greece		
OL840896	Greece			Greece			Greece		
KJ883348	Greece			Greece			Greece		
KJ883347	Greece			Greece			Greece		
KJ883346	Greece			Greece			Greece		
MK084836	Greece			Greece			Greece		
MH549209	Greece	Argolida, Peloponnesus		Greece		Argolida, Peloponnesus	Greece	Argolida	Peloponnesus
KJ883344	Greece			Greece			Greece		
KJ883343	Greece			Greece			Greece		
KJ883342	Greece			Greece			Greece		
KJ577739	Greece			Greece			Greece		
KJ883345	Greece			Greece			Greece		
OL840899	Greece			Greece			Greece		
HG973485	Greece	Fokida, Itea		Greece		Fokida, Itea	Greece	Fokida	Itea
MK084842	Greece			Greece			Greece		
JF719073	Greece			Greece			Greece		
HQ230576	Greece			Greece			Greece		
MK084843	Greece			Greece			Greece		
MK084845	Greece			Greece			Greece		
MK084846	Greece			Greece			Greece		
MN652878	Greece			Greece			Greece		
MK795953	Greece	East Macedonia-Thrace Avdira Xanthi		Greece		East Macedonia-Thrace Avdira Xanthi	Greece	East Macedonia-Thrace Avdira Xanthi	
MN652879	Greece			Greece			Greece		
MK084834	Greece			Greece			Greece		
JN809471	Greece			Greece			Greece		
MK795956	Greece	Attiki Methana Trizina		Greece	Attiki		Greece	Attiki Methana Trizina	
HG973477	Greece	Fthiotida, Anthili Campos		Greece		Fthiotida, Anthili Campos	Greece	Fthiotida	Anthili Campos
MK795955	Greece	Attiki Ilion		Greece	Attiki		Greece	Attiki Ilion	
MK036411	Greece			Greece			Greece		
MK795949	Greece	Chalkidiki		Greece		Chalkidiki	Greece	Chalkidiki	
MK084832	Greece			Greece			Greece		
MK795947	Greece	Attika Kallithea		Greece		Attika Kallithea	Greece	Attika Kallithea	
KJ883350	Greece			Greece			Greece		
MK795954	Greece	Crete Chania Souda		Greece		Crete Chania Souda	Greece	Crete Chania Souda	
MN481595	Greece			Greece			Greece		
HG973478	Greece	Evia, Fylla		Greece		Evia, Fylla	Greece	Evia	Fylla
MK036410	Greece			Greece			Greece		
OQ053526	Greece			Greece			Greece		
OQ053528	Greece			Greece			Greece		
OQ053520	Greece			Greece			Greece		
OQ053532	Greece			Greece			Greece		
OQ053515	Greece			Greece			Greece		
OQ053534	Greece			Greece			Greece		
OQ053529	Greece			Greece			Greece		
HG973482	Greece	Attica, Megara		Greece		Attica, Megara	Greece	Attica	Megara
OQ053535	Greece			Greece			Greece		
OQ053518	Greece			Greece			Greece		
KF179639	Greece	Kavala prefecture		Greece		Kavala prefecture	Greece	Kavala prefecture	
OQ053521	Greece			Greece			Greece		
OQ053539	Greece			Greece			Greece		
KJ577738	Greece			Greece			Greece		
OQ053533	Greece			Greece			Greece		
OQ053523	Greece			Greece			Greece		
OQ053531	Greece			Greece			Greece		
HG973484	Greece	Larissa, Koutsohero		Greece		Larissa, Koutsohero	Greece	Larissa	Koutsohero
OQ053527	Greece			Greece			Greece		
HG973483	Greece	Aitoloakarnania, Katohi Coast		Greece		Aitoloakarnania, Katohi Coast	Greece	Aitoloakarnania	Katohi Coast
HG973488	Greece	Lakonia, Taxiarches		Greece		Lakonia, Taxiarches	Greece	Lakonia	Taxiarches
HG973476	Greece	Evia, Faros		Greece		Evia, Faros	Greece	Evia	Faros
HG973479	Greece	Chalkidiki, Nea Plagia		Greece		Chalkidiki, Nea Plagia	Greece	Chalkidiki	Nea Plagia
MN481594	Greece			Greece			Greece		
OQ053522	Greece			Greece			Greece		
HQ537483	Greece			Greece			Greece		
JF917092	Greece			Greece			Greece		
MN481597	Greece			Greece			Greece		
JX843471	Greece			Greece			Greece		
OQ053525	Greece			Greece			Greece		
OQ053524	Greece			Greece			Greece		
OR825043	Greece	Messenia		Greece		Messenia	Greece	Messenia	
OR825044	Greece	Messenia		Greece		Messenia	Greece	Messenia	
OQ053516	Greece			Greece			Greece		
OR825041	Greece	Corinthia		Greece		Corinthia	Greece	Corinthia	
OQ053537	Greece			Greece			Greece		
HG973486	Greece	Xanthi, Dasochori		Greece		Xanthi, Dasochori	Greece	Xanthi	Dasochori
JF917091	Greece			Greece			Greece		
MN481593	Greece			Greece			Greece		
HF543923	Greece	Macedonia, Imathia, Kefalochori		Greece	Kentriki Makedonia	Imathia, Kefalochori	Greece	Macedonia	Imathia, Kefalochori
OR825045	Greece	Messenia		Greece		Messenia	Greece	Messenia	
OR825046	Greece	Arcadia		Greece		Arcadia	Greece	Arcadia	
JX860675	Greece			Greece			Greece		
OR825047	Greece	Arcadia		Greece		Arcadia	Greece	Arcadia	
OR825048	Greece	Arcadia		Greece		Arcadia	Greece	Arcadia	
MN481592	Greece			Greece			Greece		
KY594040	Greece			Greece			Greece		
HG973487	Greece	Thessaloniki, Malgara		Greece		Thessaloniki, Malgara	Greece	Thessaloniki	Malgara
OQ053519	Greece			Greece			Greece		
OR825042	Greece	Corinthia		Greece		Corinthia	Greece	Corinthia	
HF543929	Greece	Macedonia, Serres, Kato Dendra		Greece	Kentriki Makedonia	Serres, Kato Dendra	Greece	Macedonia	Serres, Kato Dendra
OL840871	Greece			Greece			Greece		
MN481589	Greece			Greece			Greece		
OL840874	Greece			Greece			Greece		
MT341471	Greece			Greece			Greece		
MT341470	Greece			Greece			Greece		
MZ333225	Greece			Greece			Greece		
MK795952	Greece	Attika Chalandri		Greece		Attika Chalandri	Greece	Attika Chalandri	
HF543930	Greece	Macedonia, Kilkis, Kambani		Greece	Kentriki Makedonia	Kilkis, Kambani	Greece	Macedonia	Kilkis, Kambani
JN398476	Greece			Greece			Greece		
MN481596	Greece			Greece			Greece		
OQ053517	Greece			Greece			Greece		
OL840882	Greece			Greece			Greece		
OL840883	Greece			Greece			Greece		
OQ053538	Greece			Greece			Greece		
HF543924	Greece	Macedonia, Serres, Karperi		Greece	Kentriki Makedonia	Serres, Karperi	Greece	Macedonia	Serres, Karperi
OQ053536	Greece			Greece			Greece		
OL840873	Greece			Greece			Greece		
MN480794	Greece			Greece			Greece		
MK084848	Greece			Greece			Greece		
MK084841	Greece			Greece			Greece		
MK084835	Greece			Greece			Greece		
MK084830	Greece			Greece			Greece		
MK084828	Greece			Greece			Greece		
KF537659	Greece			Greece			Greece		
HF543931	Greece	Macedonia, Thessaloniki, Adendro		Greece	Kentriki Makedonia	Thessaloniki, Adendro	Greece	Macedonia	Thessaloniki, Adendro
HG973494	Greece	Attica, Athens, Kifisos, Ilion		Greece		Attica, Athens, Kifisos, Ilion	Greece	Attica	Athens, Kifisos, Ilion
OL840884	Greece			Greece			Greece		
MZ333224	Greece			Greece			Greece		
OL840880	Greece			Greece			Greece		
OL840887	Greece			Greece			Greece		
OL840888	Greece			Greece			Greece		
OL840893	Greece			Greece			Greece		
MZ333226	Greece			Greece			Greece		
MZ333220	Greece			Greece			Greece		
OL840881	Greece			Greece			Greece		
OL840886	Greece			Greece			Greece		
OL840889	Greece			Greece			Greece		
OL840890	Greece			Greece			Greece		
MN238866	Greece			Greece			Greece		
OL840891	Greece			Greece			Greece		
MZ333221	Greece			Greece			Greece		
MZ333222	Greece			Greece			Greece		
OL840885	Greece			Greece			Greece		
OL840879	Greece			Greece			Greece		
OL840878	Greece			Greece			Greece		
OL840877	Greece			Greece			Greece		
OL840876	Greece			Greece			Greece		
OL840875	Greece			Greece			Greece		
MZ333223	Greece			Greece			Greece		
OQ053530	Greece			Greece			Greece		
OL840892	Greece			Greece			Greece		
OL840895	Greece			Greece			Greece		
HG973493	Greece	Attica, Athens, Pikrodafni sream, Paleo Faliro		Greece		Attica, Athens, Pikrodafni sream, Paleo Faliro	Greece	Attica	Athens, Pikrodafni sream, Paleo Faliro
HG973491	Greece	Attica, Athens, Pikrodafni Anatoli sream, Paleo Faliro		Greece		Attica, Athens, Pikrodafni Anatoli sream, Paleo Faliro	Greece	Attica	Athens, Pikrodafni Anatoli sream, Paleo Faliro
HF543932	Greece	Macedonia, Pieria, Variko		Greece	Kentriki Makedonia	Pieria, Variko	Greece	Macedonia	Pieria, Variko
OL840872	Greece			Greece			Greece		
HG973480	Greece	Attica, Delta Falirou		Greece		Attica, Delta Falirou	Greece	Attica	Delta Falirou
MN652880	Greece			Greece			Greece		
MN480795	Greece			Greece			Greece		
MN480793	Greece			Greece			Greece		
MN480792	Greece			Greece			Greece		
MK084849	Greece			Greece			Greece		
MK084847	Greece			Greece			Greece		
HG973492	Greece	Attica, Athens, Pikrodafni Anatoli sream, Paleo Faliro		Greece		Attica, Athens, Pikrodafni Anatoli sream, Paleo Faliro	Greece	Attica	Athens, Pikrodafni Anatoli sream, Paleo Faliro
