insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
DQ158207	USA			USA			USA		
DQ080072	USA	Florida		USA	Florida		USA	Florida	
OR605719	USA	Miami Florida		USA	Florida		USA	Miami Florida	
OR605720	USA	Miami Florida		USA	Florida		USA	Miami Florida	
OQ721475	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
DQ080062	USA	Louisiana		USA	Louisiana		USA	Louisiana	
DQ666464	USA			USA			USA		
EF205423	USA			USA			USA		
DQ666465	USA			USA			USA		
DQ666467	USA			USA			USA		
EF205422	USA			USA			USA		
OQ721543	USA	Tangipahoa, Louisiana		USA	Louisiana	Tangipahoa	USA	Tangipahoa	Louisiana
EF205421	USA			USA			USA		
EF205420	USA			USA			USA		
EF205419	USA			USA			USA		
DQ983578	USA	Florida, Indian River County		USA	Florida	Indian River County	USA	Florida	Indian River County
DQ911853	USA	Penrose CO		USA	Colorado	Penrose	USA	Penrose CO	
DQ874467	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874463	USA	Illinois, Iroquois		USA	Illinois	Iroquois	USA	Illinois	Iroquois County
DQ874450	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874449	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874448	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874447	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874446	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874445	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874444	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874443	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874442	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874441	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ874440	USA	Illinois, Cook		USA	Illinois	Cook	USA	Illinois	Cook County IL
DQ666474	USA			USA			USA		
DQ666473	USA			USA			USA		
DQ666472	USA			USA			USA		
DQ666471	USA			USA			USA		
DQ666470	USA			USA			USA		
DQ666469	USA			USA			USA		
DQ666468	USA			USA			USA		
DQ666466	USA			USA			USA		
DQ080061	USA	Louisiana		USA	Louisiana		USA	Louisiana	
OQ721737	USA	Ouachita, Louisiana		USA	Louisiana	Ouachita	USA	Ouachita	Louisiana
OQ721489	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721517	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721595	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721744	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721806	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721625	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721389	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721603	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
MZ595330	USA			USA			USA		
MZ595329	USA			USA			USA		
OQ721117	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721160	USA	Summit, Ohio		USA	Ohio	Summit	USA	Summit	Ohio
OQ721198	USA	Summit, Ohio		USA	Ohio	Summit	USA	Summit	Ohio
OQ721359	USA	Franklin, Ohio		USA	Ohio	Franklin	USA	Franklin	Ohio
OQ721459	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721466	USA	Franklin, Ohio		USA	Ohio	Franklin	USA	Franklin	Ohio
OQ721478	USA	Summit, Ohio		USA	Ohio	Summit	USA	Summit	Ohio
OQ721516	USA	Summit, Ohio		USA	Ohio	Summit	USA	Summit	Ohio
OQ721605	USA	Lorain, Ohio		USA	Ohio	Lorain	USA	Lorain	Ohio
OQ721668	USA	Summit, Ohio		USA	Ohio	Summit	USA	Summit	Ohio
OQ721692	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721708	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721501	USA	Lucas, Ohio		USA	Ohio	Lucas	USA	Lucas	Ohio
OQ721638	USA	Franklin, Ohio		USA	Ohio	Franklin	USA	Franklin	Ohio
OQ721726	USA	Franklin, Ohio		USA	Ohio	Franklin	USA	Franklin	Ohio
OQ721320	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721381	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721675	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721168	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721646	USA	Hamilton, Ohio		USA	Ohio	Hamilton	USA	Hamilton	Ohio
MZ595331	USA			USA			USA		
OQ721512	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OM202931	USA			USA			USA		
OQ721333	USA	Morrow, Oregon		USA	Oregon	Morrow	USA	Morrow	Oregon
OQ721546	USA	Morrow, Oregon		USA	Oregon	Morrow	USA	Morrow	Oregon
OQ721612	USA	Umatilla, Oregon		USA	Oregon	Umatilla	USA	Umatilla	Oregon
OK573276	USA	MD		USA	Maryland		USA	MD	
OK573275	USA	MD		USA	Maryland		USA	MD	
OK573274	USA	MD		USA	Maryland		USA	MD	
OK573273	USA	MD		USA	Maryland		USA	MD	
OK573271	USA	MD		USA	Maryland		USA	MD	
OK573270	USA	MD		USA	Maryland		USA	MD	
OK573268	USA	MD		USA	Maryland		USA	MD	
OK573267	USA	MD		USA	Maryland		USA	MD	
OK573266	USA	MD		USA	Maryland		USA	MD	
OK573265	USA	MD		USA	Maryland		USA	MD	
OK573264	USA	MD		USA	Maryland		USA	MD	
OK573260	USA	MD		USA	Maryland		USA	MD	
OK573259	USA	MD		USA	Maryland		USA	MD	
OK573258	USA	MD		USA	Maryland		USA	MD	
NC_009942	USA			USA			USA		
MZ595339	USA			USA			USA		
MZ595338	USA			USA			USA		
MZ595337	USA			USA			USA		
MZ595336	USA			USA			USA		
MZ595335	USA			USA			USA		
MZ595334	USA			USA			USA		
MZ595333	USA			USA			USA		
MZ595332	USA			USA			USA		
OQ721433	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
OQ721837	USA	Pierce, Washington		USA	Washington	Pierce	USA	Pierce	Washington
OQ721440	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
OQ721498	USA	Montgomery, Ohio		USA	Ohio	Montgomery	USA	Montgomery	Ohio
JX503087	USA			USA			USA		
JX503086	USA			USA			USA		
OQ721590	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721722	USA	WBR, Louisiana		USA	Louisiana	WBR	USA	WBR	Louisiana
OQ721750	USA	Spokane, Washington		USA	Washington	Spokane	USA	Spokane	Washington
OQ721391	USA	Bossier, Louisiana		USA	Louisiana	Bossier	USA	Bossier	Louisiana
OQ721164	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
OQ721810	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
OQ721230	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
JX503085	USA			USA			USA		
JX503084	USA			USA			USA		
OQ721212	USA	Spokane, Washington		USA	Washington	Spokane	USA	Spokane	Washington
OQ721170	USA	WBR, Louisiana		USA	Louisiana	WBR	USA	WBR	Louisiana
OQ721385	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721511	USA	Rockingham, New Hampshire		USA	New Hampshire	Rockingham	USA	Rockingham	New Hampshire
OQ721591	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721666	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721751	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721138	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721150	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
OQ721188	USA	St. Tammany, Louisiana		USA	Louisiana	St. Tammany	USA	St. Tammany	Louisiana
OQ721375	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721818	USA	Hillsborough, New Hampshire		USA	New Hampshire	Hillsborough	USA	Hillsborough	New Hampshire
OQ721197	USA	WBR, Louisiana		USA	Louisiana	WBR	USA	WBR	Louisiana
OQ721279	USA	Pierce, Washington		USA	Washington	Pierce	USA	Pierce	Washington
OQ721460	USA	Pierce, Washington		USA	Washington	Pierce	USA	Pierce	Washington
OQ721485	USA	Pierce, Washington		USA	Washington	Pierce	USA	Pierce	Washington
JX503088	USA			USA			USA		
OQ721735	USA	Larimer, Colorado		USA	Colorado	Larimer	USA	Larimer	Colorado
JX503089	USA			USA			USA		
JX503091	USA			USA			USA		
OQ721579	USA	Montgomery, Ohio		USA	Ohio	Montgomery	USA	Montgomery	Ohio
OQ721822	USA	Montgomery, Ohio		USA	Ohio	Montgomery	USA	Montgomery	Ohio
OQ721324	USA	Caddo, Louisiana		USA	Louisiana	Caddo	USA	Caddo	Louisiana
OQ721428	USA	Lorain, Ohio		USA	Ohio	Lorain	USA	Lorain	Ohio
OQ721558	USA	Montgomery, Ohio		USA	Ohio	Montgomery	USA	Montgomery	Ohio
OQ721259	USA	Belmont, Ohio		USA	Ohio	Belmont	USA	Belmont	Ohio
OQ721768	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721790	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721826	USA	Cook, Illinois		USA	Illinois	Cook	USA	Cook	Illinois
OQ721261	USA	Montgomery, Ohio		USA	Ohio	Montgomery	USA	Montgomery	Ohio
OQ721136	USA	Williams, Ohio		USA	Ohio	Williams	USA	Williams	Ohio
OQ721811	USA	Williams, Ohio		USA	Ohio	Williams	USA	Williams	Ohio
OQ721813	USA	Williams, Ohio		USA	Ohio	Williams	USA	Williams	Ohio
MZ595328	USA			USA			USA		
MZ595327	USA			USA			USA		
MZ595326	USA			USA			USA		
MZ595325	USA			USA			USA		
MZ595324	USA			USA			USA		
KJ145833	USA			USA			USA		
JX503099	USA			USA			USA		
JX503098	USA			USA			USA		
JX503097	USA			USA			USA		
JX503096	USA			USA			USA		
JX503095	USA			USA			USA		
JX503094	USA			USA			USA		
JX503093	USA			USA			USA		
JX503092	USA			USA			USA		
JX503090	USA			USA			USA		
OM202928	USA			USA			USA		
DQ080059	USA	Sacramento, California		USA	California	Sacramento	USA	Sacramento	California
DQ080057	USA	Los Angeles, California		USA	California	Los Angeles	USA	Los Angeles	California
AF404754	USA	New Jersey		USA	New Jersey		USA	New Jersey	
AF404753	USA	Maryland		USA	Maryland		USA	Maryland	
AF385292	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385291	USA	Conneticut, Harwinton		USA	Connecticut	Harwinton	USA	Conneticut	Harwinton
AF385290	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385289	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385288	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385287	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385286	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385285	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385284	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385283	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385282	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385281	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385280	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385279	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385278	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385277	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385276	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385275	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385274	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385273	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385272	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385271	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385270	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385269	USA	Conneticut, Branford		USA	Connecticut	Branford	USA	Conneticut	Branford
AF385268	USA	Conneticut, Shelton		USA	Connecticut	Shelton	USA	Conneticut	Shelton
AF404755	USA	New York		USA	New York		USA	New York	
AF385267	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF404756	USA	New York		USA	New York		USA	New York	
AY185906	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY428528	USA	Texas, Jefferson county		USA	Texas	Jefferson county	USA	Texas	Jefferson county
AY428527	USA	Texas, Galveston county		USA	Texas	Galveston county	USA	Texas	Galveston county
AY428526	USA	Louisiana		USA	Louisiana		USA	Louisiana	
AY428525	USA	Colorado		USA	Colorado		USA	Colorado	
AY428524	USA	Alabama		USA	Alabama		USA	Alabama	
AY428523	USA	Alabama		USA	Alabama		USA	Alabama	
AY428522	USA	Illinois		USA	Illinois		USA	Illinois	
AY428521	USA	Illinois		USA	Illinois		USA	Illinois	
AY428520	USA	Texas, El Paso county		USA	Texas	El Paso county	USA	Texas	El Paso county
AY428519	USA	Texas, Randall county		USA	Texas	Randall county	USA	Texas	Randall county
AY428518	USA	Texas, Wichita county		USA	Texas	Wichita county	USA	Texas	Wichita county
AY428517	USA	Texas, Tarrant county		USA	Texas	Tarrant county	USA	Texas	Tarrant county
AY428516	USA	Texas, Gregg county		USA	Texas	Gregg county	USA	Texas	Gregg county
AY428515	USA	Texas, Nueces county		USA	Texas	Nueces county	USA	Texas	Nueces county
AY428514	USA	Texas, Nueces county		USA	Texas	Nueces county	USA	Texas	Nueces county
AY187015	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY187014	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY187013	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY187012	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY185914	USA	Galveston County, TX		USA	Texas	Galveston County	USA	Galveston County	TX
AY185913	USA	Galveston County, TX		USA	Texas	Galveston County	USA	Galveston County	TX
AY185912	USA	Montgomery County, TX		USA	Texas	Montgomery County	USA	Montgomery County	TX
AY185911	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY185910	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY185909	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY185908	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AY185907	USA	Harris County, TX		USA	Texas	Harris County	USA	Harris County	TX
AF533540	USA			USA			USA		
AY428529	USA	Texas, Jefferson county		USA	Texas	Jefferson county	USA	Texas	Jefferson county
AF385266	USA	Conneticut, New Milford		USA	Connecticut	New Milford	USA	Conneticut	New Milford
AF385264	USA	Conneticut, Woodbury		USA	Connecticut	Woodbury	USA	Conneticut	Woodbury
AF385232	USA	Conneticut, Newington		USA	Connecticut	Newington	USA	Conneticut	Newington
AF385231	USA	Conneticut, Milford		USA	Connecticut	Milford	USA	Conneticut	Milford
AF385230	USA	Conneticut, Stonington		USA	Connecticut	Stonington	USA	Conneticut	Stonington
AF385229	USA	Conneticut, North Stonington		USA	Connecticut	North Stonington	USA	Conneticut	North Stonington
AF385228	USA	Conneticut, New London		USA	Connecticut	New London	USA	Conneticut	New London
AF385227	USA	Conneticut, Ledyard		USA	Connecticut	Ledyard	USA	Conneticut	Ledyard
AF385226	USA	Conneticut, Mystic		USA	Connecticut	Mystic	USA	Conneticut	Mystic
AF385225	USA	Conneticut, North Stonington		USA	Connecticut	North Stonington	USA	Conneticut	North Stonington
AF385224	USA	Conneticut, Putnam		USA	Connecticut	Putnam	USA	Conneticut	Putnam
AF385223	USA	Conneticut, East Granby		USA	Connecticut	East Granby	USA	Conneticut	East Granby
AF385222	USA	Conneticut, Canterbury		USA	Connecticut	Canterbury	USA	Conneticut	Canterbury
AF385221	USA	Conneticut, Brooklyn		USA	Connecticut	Brooklyn	USA	Conneticut	Brooklyn
AF385220	USA	Conneticut, New Britain		USA	Connecticut	New Britain	USA	Conneticut	New Britain
AF385219	USA	Conneticut, Bristol		USA	Connecticut	Bristol	USA	Conneticut	Bristol
AF385218	USA	Conneticut, Milford		USA	Connecticut	Milford	USA	Conneticut	Milford
AF385217	USA	Conneticut, Pomfret		USA	Connecticut	Pomfret	USA	Conneticut	Pomfret
AF385216	USA	Conneticut, Bloomfield		USA	Connecticut	Bloomfield	USA	Conneticut	Bloomfield
AF385215	USA	Conneticut, Enfield		USA	Connecticut	Enfield	USA	Conneticut	Enfield
AF260967	USA	New York		USA	New York		USA	New York	
AF206520	USA	Connecticut, East Haven		USA	Connecticut	East Haven	USA	Connecticut	East Haven
PP445211	USA	Nebraska		USA	Nebraska		USA	Nebraska	
PP445212	USA	Nebraska		USA	Nebraska		USA	Nebraska	
AF206519	USA	Connecticut, Westport		USA	Connecticut	Westport	USA	Connecticut	Westport
AF206518	USA	Connecticut, Greenwich-Stanford town line		USA	Connecticut	Greenwich-Stanford town line	USA	Connecticut	Greenwich-Stanford town line
AF206517	USA	Connecticut, Greenwich-Stanford town line		USA	Connecticut	Greenwich-Stanford town line	USA	Connecticut	Greenwich-Stanford town line
AF202541	USA	New York		USA	New York		USA	New York	
AF196835	USA	New York		USA	New York		USA	New York	
AF385233	USA	Conneticut, Glastonbury		USA	Connecticut	Glastonbury	USA	Conneticut	Glastonbury
AF385265	USA	Conneticut, Winstead		USA	Connecticut	Winstead	USA	Conneticut	Winstead
AF385234	USA	Conneticut, Greenwich		USA	Connecticut	Greenwich	USA	Conneticut	Greenwich
AF385236	USA	Conneticut, Norwalk		USA	Connecticut	Norwalk	USA	Conneticut	Norwalk
AF385263	USA	Conneticut, Greenwich		USA	Connecticut	Greenwich	USA	Conneticut	Greenwich
AF385262	USA	Conneticut, Wilton		USA	Connecticut	Wilton	USA	Conneticut	Wilton
AF385261	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385260	USA	Conneticut, Fairfield		USA	Connecticut	Fairfield	USA	Conneticut	Fairfield
AF385259	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385258	USA	Conneticut, Westport		USA	Connecticut	Westport	USA	Conneticut	Westport
AF385257	USA	Conneticut, Norwalk		USA	Connecticut	Norwalk	USA	Conneticut	Norwalk
AF385256	USA	Conneticut, Cheshire		USA	Connecticut	Cheshire	USA	Conneticut	Cheshire
AF385255	USA	Conneticut, Milford		USA	Connecticut	Milford	USA	Conneticut	Milford
AF385254	USA	Conneticut, Meriden		USA	Connecticut	Meriden	USA	Conneticut	Meriden
AF385253	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385252	USA	Conneticut, Milford		USA	Connecticut	Milford	USA	Conneticut	Milford
AF385251	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385250	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385249	USA	Conneticut, Norwalk		USA	Connecticut	Norwalk	USA	Conneticut	Norwalk
AF385248	USA	Conneticut, Columbia		USA	Connecticut	Columbia	USA	Conneticut	Columbia
AF385247	USA	Conneticut, Stamford		USA	Connecticut	Stamford	USA	Conneticut	Stamford
AF385246	USA	Conneticut, Orange		USA	Connecticut	Orange	USA	Conneticut	Orange
AF385245	USA	Conneticut, Greenwich		USA	Connecticut	Greenwich	USA	Conneticut	Greenwich
AF385244	USA	Conneticut, Woodbridge		USA	Connecticut	Woodbridge	USA	Conneticut	Woodbridge
AF385243	USA	Conneticut, Cheshire		USA	Connecticut	Cheshire	USA	Conneticut	Cheshire
AF385242	USA	Conneticut, Madison		USA	Connecticut	Madison	USA	Conneticut	Madison
AF385241	USA	Conneticut, Farmington		USA	Connecticut	Farmington	USA	Conneticut	Farmington
AF385240	USA	Conneticut, Enfield		USA	Connecticut	Enfield	USA	Conneticut	Enfield
AF385239	USA	Conneticut, Hartford		USA	Connecticut	Hartford	USA	Connecticut	Hartford County
AF385238	USA	Conneticut, New Haven		USA	Connecticut	New Haven	USA	Conneticut	New Haven
AF385237	USA	Conneticut, Meriden		USA	Connecticut	Meriden	USA	Conneticut	Meriden
AF385235	USA	Conneticut, Greenwich		USA	Connecticut	Greenwich	USA	Conneticut	Greenwich
DQ080058	USA	Los Angeles, California		USA	California	Los Angeles	USA	Los Angeles	California
AY428530	USA	Texas, Jefferson county		USA	Texas	Jefferson county	USA	Texas	Jefferson county
AY568221	USA	Kansas		USA	Kansas		USA	Kansas	
OQ721404	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721417	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
DQ010339	USA	Suffolk Couunty, NY		USA	New York	Suffolk Couunty	USA	Suffolk Couunty	NY
DQ010338	USA	Suffolk Couunty, NY		USA	New York	Suffolk Couunty	USA	Suffolk Couunty	NY
OQ721264	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721252	USA	DesMoines, Iowa		USA	Iowa	DesMoines	USA	DesMoines	Iowa
OQ721422	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721755	USA	DesMoines, Iowa		USA	Iowa	DesMoines	USA	DesMoines	Iowa
DQ005530	USA			USA			USA		
AY842931	USA			USA			USA		
AY795965	USA			USA			USA		
AY712948	USA	Texas		USA	Texas		USA	Texas	
AY712947	USA	Texas		USA	Texas		USA	Texas	
AY712946	USA	Texas		USA	Texas		USA	Texas	
AY712945	USA	Texas		USA	Texas		USA	Texas	
OQ721337	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721596	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
OQ721706	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
OQ721858	USA	O'Brien, Iowa		USA	Iowa	O'Brien	USA	O'Brien	Iowa
AY646354	USA			USA			USA		
AY590249	USA			USA			USA		
OQ721757	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
AY590248	USA			USA			USA		
AY590247	USA			USA			USA		
OQ721315	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
AY590246	USA			USA			USA		
AY590245	USA			USA			USA		
OQ721343	USA	Black Hawk, Iowa		USA	Iowa	Black Hawk	USA	Black Hawk	Iowa
AY590244	USA			USA			USA		
OQ721273	USA	Polk, Iowa		USA	Iowa	Polk	USA	Polk	Iowa
DQ010341	USA	Suffolk Couunty, NY		USA	New York	Suffolk Couunty	USA	Suffolk Couunty	NY
DQ080056	USA	California		USA	California		USA	California	
DQ080055	USA	California		USA	California		USA	California	
