insdcAccessionBase	geoLocCountry_main	geoLocAdmin1_main	geoLocAdmin2_main	geoLocCountry_use-pycountry	geoLocAdmin1_use-pycountry	geoLocAdmin2_use-pycountry	geoLocCountry_auspice-curate	geoLocAdmin1_auspice-curate	geoLocAdmin2_auspice-curate
MW797202	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797195	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797196	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797253	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778295	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797197	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797198	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778520	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797254	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797255	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778517	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778150	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797200	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778518	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797201	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797199	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797213	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797258	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797259	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778296	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797262	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778297	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778298	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778299	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778300	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778153	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778301	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778522	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778302	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778303	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778154	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778304	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778305	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797224	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778149	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778396	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW806650	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797214	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797215	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW806654	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797216	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797217	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778521	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797223	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797218	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797260	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778152	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797261	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797220	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797221	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797222	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797219	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797252	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MW797194	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778294	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778133	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778134	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778278	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778135	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778136	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778137	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778277	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778138	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778280	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778281	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778139	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778140	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778141	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778282	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778279	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778283	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778276	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778275	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778125	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778126	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778127	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778268	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778269	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778270	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778132	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778128	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778130	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778131	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778271	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778272	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778273	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778274	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
MT778129	Democratic Republic of the Congo			Democratic Republic of the Congo			Democratic Republic of the Congo		
